Team Number,Total Wins,Total Losses,Total Ties,Lifetime Win Rate,Lifetime Matches Played,Total Season Wins,Total Season Losses,Total Season Ties,Lifetime Season Win Rate,Total Season Matches Played,2019 Wins,2019 Losses,2019 Ties,2019 Win Rate,2019 Total Matches,2019 Season Wins,2019 Season Losses,2019 Season Ties,2019 Season Win Rate,2019 Season Total Matches,2018 Wins,2018 Losses,2018 Ties,2018 Win Rate,2018 Total Matches,2018 Season Wins,2018 Season Losses,2018 Season Ties,2018 Season Win Rate,2018 Season Total Matches,2017 Wins,2017 Losses,2017 Ties,2017 Win Rate,2017 Total Matches,2017 Season Wins,2017 Season Losses,2017 Season Ties,2017 Season Win Rate,2017 Season Total Matches,2016 Wins,2016 Losses,2016 Ties,2016 Win Rate,2016 Total Matches,2016 Season Wins,2016 Season Losses,2016 Season Ties,2016 Season Win Rate,2016 Season Total Matches,2015 Wins,2015 Losses,2015 Ties,2015 Win Rate,2015 Total Matches,2015 Season Wins,2015 Season Losses,2015 Season Ties,2015 Season Win Rate,2015 Season Total Matches,2014 Wins,2014 Losses,2014 Ties,2014 Win Rate,2014 Total Matches,2014 Season Wins,2014 Season Losses,2014 Season Ties,2014 Season Win Rate,2014 Season Total Matches,2013 Wins,2013 Losses,2013 Ties,2013 Win Rate,2013 Total Matches,2013 Season Wins,2013 Season Losses,2013 Season Ties,2013 Season Win Rate,2013 Season Total Matches,2012 Wins,2012 Losses,2012 Ties,2012 Win Rate,2012 Total Matches,2012 Season Wins,2012 Season Losses,2012 Season Ties,2012 Season Win Rate,2012 Season Total Matches,2011 Wins,2011 Losses,2011 Ties,2011 Win Rate,2011 Total Matches,2011 Season Wins,2011 Season Losses,2011 Season Ties,2011 Season Win Rate,2011 Season Total Matches,2010 Wins,2010 Losses,2010 Ties,2010 Win Rate,2010 Total Matches,2010 Season Wins,2010 Season Losses,2010 Season Ties,2010 Season Win Rate,2010 Season Total Matches,2009 Wins,2009 Losses,2009 Ties,2009 Win Rate,2009 Total Matches,2009 Season Wins,2009 Season Losses,2009 Season Ties,2009 Season Win Rate,2009 Season Total Matches,2008 Wins,2008 Losses,2008 Ties,2008 Win Rate,2008 Total Matches,2008 Season Wins,2008 Season Losses,2008 Season Ties,2008 Season Win Rate,2008 Season Total Matches,2007 Wins,2007 Losses,2007 Ties,2007 Win Rate,2007 Total Matches,2007 Season Wins,2007 Season Losses,2007 Season Ties,2007 Season Win Rate,2007 Season Total Matches,2006 Wins,2006 Losses,2006 Ties,2006 Win Rate,2006 Total Matches,2006 Season Wins,2006 Season Losses,2006 Season Ties,2006 Season Win Rate,2006 Season Total Matches,2005 Wins,2005 Losses,2005 Ties,2005 Win Rate,2005 Total Matches,2005 Season Wins,2005 Season Losses,2005 Season Ties,2005 Season Win Rate,2005 Season Total Matches,2004 Wins,2004 Losses,2004 Ties,2004 Win Rate,2004 Total Matches,2004 Season Wins,2004 Season Losses,2004 Season Ties,2004 Season Win Rate,2004 Season Total Matches,2003 Wins,2003 Losses,2003 Ties,2003 Win Rate,2003 Total Matches,2003 Season Wins,2003 Season Losses,2003 Season Ties,2003 Season Win Rate,2003 Season Total Matches
27,809,421,16,65.77%,1246,708,355,349,66.60%,1074,50,28,1,64.10%,79,50,28,1,64.10%,79,100,37,0,72.99%,137,61,26,0,70.11%,87,56,39,1,58.95%,96,47,36,1,56.63%,84,73,23,1,76.04%,97,68,19,1,78.16%,88,53,37,1,58.89%,91,50,31,1,61.73%,82,79,32,0,71.17%,111,65,20,0,76.47%,85,61,37,0,62.24%,98,45,30,0,60.00%,75,47,34,0,58.02%,81,44,28,0,61.11%,72,44,20,1,68.75%,65,44,20,1,68.75%,65,41,24,2,63.08%,67,41,24,2,63.08%,67,31,21,0,59.62%,52,31,21,0,59.62%,52,40,23,5,63.49%,68,29,14,0,67.44%,43,24,24,4,50.00%,52,23,16,4,58.97%,43,25,15,0,62.50%,40,25,15,0,62.50%,40,34,13,0,72.34%,47,34,13,0,72.34%,47,24,8,0,75.00%,32,24,8,0,75.00%,32,27,6,0,81.82%,33,27,6,0,81.82%,33
28,118,115,5,50.64%,238,118,115,110,50.64%,238,9,16,0,36.00%,25,9,16,0,36.00%,25,5,9,0,35.71%,14,5,9,0,35.71%,14,5,5,0,50.00%,10,5,5,0,50.00%,10,5,5,0,50.00%,10,5,5,0,50.00%,10,4,6,1,40.00%,11,4,6,1,40.00%,11,17,11,0,60.71%,28,17,11,0,60.71%,28,10,6,0,62.50%,16,10,6,0,62.50%,16,6,6,1,50.00%,13,6,6,1,50.00%,13,8,4,0,66.67%,12,8,4,0,66.67%,12,5,8,0,38.46%,13,5,8,0,38.46%,13,7,6,1,53.85%,14,7,6,1,53.85%,14,5,8,0,38.46%,13,5,8,0,38.46%,13,5,10,2,33.33%,17,5,10,2,33.33%,17,9,5,0,64.29%,14,9,5,0,64.29%,14,0,0,0,,0,0,0,0,,0,12,5,0,70.59%,17,12,5,0,70.59%,17,6,5,0,54.55%,11,6,5,0,54.55%,11
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,23,21,1,52.27%,45,23,21,8,52.27%,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,52.94%,18,9,8,1,52.94%,18,14,13,0,51.85%,27,14,13,0,51.85%,27
31,91,111,2,45.05%,204,91,111,108,45.05%,204,11,9,1,55.00%,21,11,9,1,55.00%,21,8,12,0,40.00%,20,8,12,0,40.00%,20,7,8,1,46.67%,16,7,8,1,46.67%,16,7,12,0,36.84%,19,7,12,0,36.84%,19,7,2,0,77.78%,9,7,2,0,77.78%,9,3,7,0,30.00%,10,3,7,0,30.00%,10,3,6,0,33.33%,9,3,6,0,33.33%,9,5,5,0,50.00%,10,5,5,0,50.00%,10,2,8,0,20.00%,10,2,8,0,20.00%,10,6,7,0,46.15%,13,6,7,0,46.15%,13,8,8,0,50.00%,16,8,8,0,50.00%,16,5,7,0,41.67%,12,5,7,0,41.67%,12,6,6,0,50.00%,12,6,6,0,50.00%,12,6,7,0,46.15%,13,6,7,0,46.15%,13,0,0,0,,0,0,0,0,,0,2,4,0,33.33%,6,2,4,0,33.33%,6,5,3,0,62.50%,8,5,3,0,62.50%,8
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,992,419,18,70.30%,1429,804,315,304,71.85%,1131,109,25,0,81.34%,134,73,19,0,79.35%,92,82,44,1,65.08%,127,58,21,1,73.42%,80,92,35,2,72.44%,129,68,24,2,73.91%,94,61,21,0,74.39%,82,52,15,0,77.61%,67,75,24,0,75.76%,99,56,13,0,81.16%,69,87,26,0,76.99%,113,72,16,0,81.82%,88,103,30,1,77.44%,134,74,17,1,81.32%,92,50,31,1,61.73%,82,41,23,1,64.06%,65,56,13,0,81.16%,69,56,13,0,81.16%,69,52,16,4,76.47%,72,52,16,4,76.47%,72,31,30,0,50.82%,61,28,25,0,52.83%,53,39,27,7,59.09%,73,31,21,1,59.62%,53,37,30,1,55.22%,68,25,25,1,50.00%,51,34,23,0,59.65%,57,34,23,0,59.65%,57,38,20,0,65.52%,58,38,20,0,65.52%,58,30,13,1,69.77%,44,30,13,1,69.77%,44,16,11,0,59.26%,27,16,11,0,59.26%,27
34,223,189,11,54.13%,423,223,189,179,54.13%,423,11,10,0,52.38%,21,11,10,0,52.38%,21,9,14,0,39.13%,23,9,14,0,39.13%,23,16,15,0,51.61%,31,16,15,0,51.61%,31,10,13,2,43.48%,25,10,13,2,43.48%,25,6,8,0,42.86%,14,6,8,0,42.86%,14,5,5,0,50.00%,10,5,5,0,50.00%,10,5,7,0,41.67%,12,5,7,0,41.67%,12,7,4,1,63.64%,12,7,4,1,63.64%,12,14,12,0,53.85%,26,14,12,0,53.85%,26,12,6,1,66.67%,19,12,6,1,66.67%,19,12,10,1,54.55%,23,12,10,1,54.55%,23,19,10,3,65.52%,32,19,10,3,65.52%,32,15,17,1,46.88%,33,15,17,1,46.88%,33,22,17,1,56.41%,40,22,17,1,56.41%,40,14,17,0,45.16%,31,14,17,0,45.16%,31,18,14,1,56.25%,33,18,14,1,56.25%,33,28,10,0,73.68%,38,28,10,0,73.68%,38
35,22,23,1,48.89%,46,22,23,8,48.89%,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,42.86%,15,6,8,1,42.86%,15,16,15,0,51.61%,31,16,15,0,51.61%,31
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,31,29,1,51.67%,61,31,29,23,51.67%,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,44.44%,9,4,5,0,44.44%,9,17,8,0,68.00%,25,17,8,0,68.00%,25,5,10,1,33.33%,16,5,10,1,33.33%,16,5,6,0,45.45%,11,5,6,0,45.45%,11
39,99,43,7,69.72%,149,99,43,43,69.72%,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4,52.00%,29,13,12,4,52.00%,29,16,6,1,72.73%,23,16,6,1,72.73%,23,36,7,0,83.72%,43,36,7,0,83.72%,43,26,14,2,65.00%,42,26,14,2,65.00%,42,8,4,0,66.67%,12,8,4,0,66.67%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,230,118,7,66.09%,355,172,99,92,63.47%,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,0,68.00%,50,34,16,0,68.00%,50,15,25,3,37.50%,43,15,25,3,37.50%,43,44,10,1,81.48%,55,30,10,1,75.00%,41,46,18,3,71.88%,67,32,11,2,74.42%,45,32,20,0,61.54%,52,15,11,0,57.69%,26,21,11,0,65.63%,32,16,9,0,64.00%,25,28,10,0,73.68%,38,20,9,0,68.97%,29,7,1,0,87.50%,8,7,1,0,87.50%,8,3,7,0,30.00%,10,3,7,0,30.00%,10
41,214,252,12,45.92%,478,211,245,235,46.27%,467,23,17,0,57.50%,40,23,17,0,57.50%,40,18,22,0,45.00%,40,18,22,0,45.00%,40,12,21,1,36.36%,34,12,17,0,41.38%,29,39,21,1,65.00%,61,39,21,1,65.00%,61,18,23,0,43.90%,41,18,23,0,43.90%,41,13,25,0,34.21%,38,13,25,0,34.21%,38,11,19,0,36.67%,30,8,16,0,33.33%,24,13,25,0,34.21%,38,13,25,0,34.21%,38,7,10,2,41.18%,19,7,10,2,41.18%,19,8,10,3,44.44%,21,8,10,3,44.44%,21,6,10,0,37.50%,16,6,10,0,37.50%,16,22,11,2,66.67%,35,22,11,2,66.67%,35,0,6,2,0.00%,8,0,6,2,0.00%,8,5,3,0,62.50%,8,5,3,0,62.50%,8,4,13,0,23.53%,17,4,13,0,23.53%,17,10,5,0,66.67%,15,10,5,0,66.67%,15,5,11,1,31.25%,17,5,11,1,31.25%,17
42,34,39,1,46.58%,74,31,33,21,48.44%,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,33.33%,9,3,6,0,33.33%,9,2,6,1,25.00%,9,2,6,1,25.00%,9,0,0,0,0,0,0,0,0,0,0,10,10,0,50.00%,20,7,4,0,63.64%,11,10,5,0,66.67%,15,10,5,0,66.67%,15,9,12,0,42.86%,21,9,12,0,42.86%,21
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,385,333,13,53.62%,731,352,294,274,54.49%,658,18,18,0,50.00%,36,18,18,0,50.00%,36,12,22,0,35.29%,34,12,22,0,35.29%,34,10,29,5,25.64%,44,5,25,4,16.67%,34,49,27,0,64.47%,76,42,24,0,63.64%,66,21,28,1,42.86%,50,21,28,1,42.86%,50,27,21,0,56.25%,48,22,17,0,56.41%,39,16,24,0,40.00%,40,13,18,0,41.94%,31,22,24,0,47.83%,46,20,17,0,54.05%,37,21,13,1,61.76%,35,21,13,1,61.76%,35,24,14,3,63.16%,41,24,14,3,63.16%,41,35,12,2,74.47%,49,30,8,2,78.95%,40,29,23,0,55.77%,52,28,17,0,62.22%,45,27,20,0,57.45%,47,22,15,0,59.46%,37,11,18,0,37.93%,29,11,18,0,37.93%,29,16,9,0,64.00%,25,16,9,0,64.00%,25,26,11,1,70.27%,38,26,11,1,70.27%,38,21,20,0,51.22%,41,21,20,0,51.22%,41
46,0,1,0,0.00%,1,0,1,1,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00%,1,0,1,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,176,137,8,56.23%,321,156,126,108,55.32%,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,53.45%,58,24,23,0,51.06%,47,27,23,4,54.00%,54,21,17,0,55.26%,38,26,17,2,60.47%,45,19,16,2,54.29%,37,20,20,1,50.00%,41,20,20,1,50.00%,41,23,22,0,51.11%,45,23,22,0,51.11%,45,25,10,1,71.43%,36,25,10,1,71.43%,36,24,18,0,57.14%,42,24,18,0,57.14%,42
48,640,406,24,61.19%,1070,513,328,315,61.00%,855,49,19,1,72.06%,69,43,13,0,76.79%,56,43,26,1,62.32%,70,10,12,0,45.45%,22,45,35,4,56.25%,84,38,28,2,57.58%,68,57,35,2,61.96%,94,33,20,2,62.26%,55,42,28,0,60.00%,70,38,23,0,62.30%,61,32,33,1,49.23%,66,27,27,0,50.00%,54,29,23,0,55.77%,52,23,20,0,53.49%,43,61,21,1,74.39%,83,49,15,1,76.56%,65,47,23,0,67.14%,70,39,19,0,67.24%,58,22,24,8,47.83%,54,17,22,5,43.59%,44,28,23,0,54.90%,51,24,19,0,55.81%,43,30,26,3,53.57%,59,24,21,1,53.33%,46,45,25,1,64.29%,71,38,24,1,61.29%,63,26,18,0,59.09%,44,26,18,0,59.09%,44,21,20,1,51.22%,42,21,20,1,51.22%,42,34,14,1,70.83%,49,34,14,1,70.83%,49,29,13,0,69.05%,42,29,13,0,69.05%,42
49,117,129,12,47.56%,258,117,129,118,47.56%,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,22,28,7,44.00%,57,22,28,7,44.00%,57,23,22,0,51.11%,45,23,22,0,51.11%,45,14,19,0,42.42%,33,14,19,0,42.42%,33,11,18,4,37.93%,33,11,18,4,37.93%,33,19,10,0,65.52%,29,19,10,0,65.52%,29,7,8,0,46.67%,15,7,8,0,46.67%,15,8,13,1,38.10%,22,8,13,1,38.10%,22,13,11,0,54.17%,24,13,11,0,54.17%,24
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,416,333,12,55.54%,761,342,243,243,58.46%,596,49,30,2,62.03%,81,42,22,1,65.63%,65,57,56,0,50.44%,113,30,32,0,48.39%,62,46,34,3,57.50%,83,37,23,3,61.67%,63,25,28,1,47.17%,54,25,28,1,47.17%,54,27,22,1,55.10%,50,23,15,1,60.53%,39,54,34,0,61.36%,88,43,22,0,66.15%,65,36,47,0,43.37%,83,29,26,0,52.73%,55,46,31,0,59.74%,77,37,24,0,60.66%,61,41,29,0,58.57%,70,41,29,0,58.57%,70,35,22,5,61.40%,62,35,22,5,61.40%,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,71,106,8,40.11%,185,71,106,101,40.11%,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,1,17.39%,24,4,19,1,17.39%,24,9,14,2,39.13%,25,9,14,2,39.13%,25,12,10,1,54.55%,23,12,10,1,54.55%,23,5,11,0,31.25%,16,5,11,0,31.25%,16,9,8,1,52.94%,18,9,8,1,52.94%,18,7,11,1,38.89%,19,7,11,1,38.89%,19,3,7,1,30.00%,11,3,7,1,30.00%,11,6,7,1,46.15%,14,6,7,1,46.15%,14,5,3,0,62.50%,8,5,3,0,62.50%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,28.57%,7,2,5,0,28.57%,7,7,6,0,53.85%,13,7,6,0,53.85%,13,2,5,0,28.57%,7,2,5,0,28.57%,7
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,508,262,13,65.97%,783,496,249,236,66.58%,758,39,18,3,68.42%,60,39,18,3,68.42%,60,50,17,1,74.63%,68,50,17,1,74.63%,68,27,22,0,55.10%,49,25,17,0,59.52%,42,34,13,2,72.34%,49,34,13,2,72.34%,49,39,22,0,63.93%,61,39,22,0,63.93%,61,40,22,0,64.52%,62,40,22,0,64.52%,62,39,17,1,69.64%,57,34,14,1,70.83%,49,32,18,1,64.00%,51,32,18,1,64.00%,51,15,10,1,60.00%,26,15,10,1,60.00%,26,22,15,4,59.46%,41,22,15,4,59.46%,41,26,13,0,66.67%,39,26,13,0,66.67%,39,15,17,0,46.88%,32,10,12,0,45.45%,22,28,10,0,73.68%,38,28,10,0,73.68%,38,19,16,0,54.29%,35,19,16,0,54.29%,35,42,9,0,82.35%,51,42,9,0,82.35%,51,23,10,0,69.70%,33,23,10,0,69.70%,33,18,13,0,58.06%,31,18,13,0,58.06%,31
